"region","innvandringskategori","landbakgrunn","Personer 2013","Personer 2014","Personer 2015","Personer 2016","Personer 2017","Andel av befolkningen (prosent) 2013","Andel av befolkningen (prosent) 2014","Andel av befolkningen (prosent) 2015","Andel av befolkningen (prosent) 2016","Andel av befolkningen (prosent) 2017"
"16 Sør-Trøndelag","Norskfødte med innvandrerforeldre","Bulgaria",10,9,17,22,35,0.00,0.00,0.01,0.01,0.01
"16 Sør-Trøndelag","Norskfødte med innvandrerforeldre","Estland",17,18,24,33,33,0.01,0.01,0.01,0.01,0.01
"16 Sør-Trøndelag","Norskfødte med innvandrerforeldre","Frankrike",34,38,39,40,41,0.01,0.01,0.01,0.01,0.01
"16 Sør-Trøndelag","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"16 Sør-Trøndelag","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5001 Trondheim","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5004 Steinkjer","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5005 Namsos","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5011 Hemne","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"5012 Snillfjord","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
